2018-03-14 22:10:49 INFO  TestBase:37 - Creating object of firefox
2018-03-15 22:44:33 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:33 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:34 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:34 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:35 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:35 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:35 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:36 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:36 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:36 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:37 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:37 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:37 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:37 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:38 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:38 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:38 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:39 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:39 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:39 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:39 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:40 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:41 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:41 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:42 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:42 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:42 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:42 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:43 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:43 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:43 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:44 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:44 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:44 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:44 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:45 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:45 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:45 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:46 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:46 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:46 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:46 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:47 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:48 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:48 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:48 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:49 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:49 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:49 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:50 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:50 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:50 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:51 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:51 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:51 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:51 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:52 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:52 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:52 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:54 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:54 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:54 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:54 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:55 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:55 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:55 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:56 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:56 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:56 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:57 INFO  TC001_VerifyLoginWithInvalidCredentials:46 - Closing browser ======
2018-03-15 22:46:07 INFO  ExcelReader:57 - LAST CELL # : 3 , LAST ROW # : 11
2018-03-15 22:46:07 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:09 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:09 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:09 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:10 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:10 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:10 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:10 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:11 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:11 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:12 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:13 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:13 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:13 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:13 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:14 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:15 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:15 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:16 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:16 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:16 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:16 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:17 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:17 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:18 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:18 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:18 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:18 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:18 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:20 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:20 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:20 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:21 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:21 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:21 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:21 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:22 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:22 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:22 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:23 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:23 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:23 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:23 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:25 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:25 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:25 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:26 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:26 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:26 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:26 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:27 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:27 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:27 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:28 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:28 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:28 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:28 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:30 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:30 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:30 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:31 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:31 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:31 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:31 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:32 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:32 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:32 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:33 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:33 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:33 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:33 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:34 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:46:34 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: //*[@id='email']]
2018-03-15 22:46:35 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:46:36 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (979c7da2-6e96-584c-9ae6-4738d3660fca)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:46:36 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:46:36 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:46:36 INFO  TC001_VerifyLoginWithInvalidCredentials:46 - Closing browser ======
2018-03-15 22:47:21 INFO  ExcelReader:57 - LAST CELL # : 3 , LAST ROW # : 11
2018-03-15 22:47:21 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:47:22 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (4bdc71d0-3ad0-354f-9b5f-b29af3562e08)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:47:22 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (4bdc71d0-3ad0-354f-9b5f-b29af3562e08)] -> xpath: //*[@id='email']]
2018-03-15 22:47:22 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (4bdc71d0-3ad0-354f-9b5f-b29af3562e08)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:47:24 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (4bdc71d0-3ad0-354f-9b5f-b29af3562e08)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:47:24 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:47:24 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:47:24 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:47:25 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (4bdc71d0-3ad0-354f-9b5f-b29af3562e08)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
